name,url,price_rate,price_rate_type,total_price,room_and_property_type,min_nights,max_nights,latitude,longitude,monthly_price_factor,weekly_price_factor,room_type,person_capacity,summary,amenities,review_count,review_score,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,star_rating,satisfaction_guest,description,neighborhood_overview,notes,additional_house_rules,interaction,access,transit,response_rate,response_time
Cozy & Urban Studio @ well-connected location,https://www.airbnb.com/rooms/28234855,74.0,nightly,74.0,Entire apartment,1,,60.1876,24.95954,1.0,0.95,entire_home,3,"Welcome to my place.

This is my 28m2 clean, stylish, cozy and quiet studio in Sörnäinen area.

3 minutes walking to trams, buses and metro station that connect you conveniently anywhere in the city.

You will find grocery stores, markets, restaurants, cafes, bars, pubs, gym close by within your walking distance.","Elevator,Wifi,Kitchen,Dryer,Hair dryer,Iron,Shampoo,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Pocket wifi,Paid parking off premises,Coffee maker,Cooking basics,Dishes and silverware,Microwave,Refrigerator,Stove,Lockbox,Bed linens,Carbon monoxide alarm,Smoke alarm,First aid kit",197,95,10,10,9,10,9,9,5.0,95,"Welcome to my place.

This is my 28m2 clean, stylish, cozy and quiet studio in Sörnäinen area.

3 minutes walking to trams, buses and metro station that connect you conveniently anywhere in the city.

You will find grocery stores, markets, restaurants, cafes, bars, pubs, gym close by within your walking distance.

My studio is on the 4th floor in the 5-floored building equipped with an elevator.

The place is suitable for 2-3 people with a 160 cm double bed and a sofa can be turned into a  130 cm bed for the third guest.

There is a big sofa table and with the wifi included, I hope, that can assist in your work.

The kitchen is rather tiny but it is almost fully-equipped (no oven) that you can find also a toaster, a coffeemaker within the place.

The shower is also a bit small, but enough with shampoo, shower gel, and conditioner to fresh yourselves before the day begins or after a long day.

The laundry is on the ground floor that you can use it. However, you will need to book the time in the laundry room if there is any free space. There is a small fee for using it € 0.99-€1.82 each time use. You will find the instruction in the laundry room. The fee would be paid by your phone bill.

There is also a small and peaceful park behind the building that you will find a relaxing place with fresh air there.

During your stay, the place is all yours.
I am glad to help you with any questions and will be available on AirBnB chat.

Besides, if you would like to have a coffee or lunch or dinner with me,  I'd love to, we just simply need to find a common spare time within my a bit tight schedule.

Tram 1; 8; 6; 6T; 7 stop at Sörnäinen.

Buses are so many, all of them can connect you from the studio to the center and vice versa.
Bus 615 (working all days and nights) will connect you directly from the airport to the area.

Metro is just 2-3 mins walking from my flat so you will get it easily.
Opening hour:  Mon-Sat from 5:10 to 23:40 and Sun from 6:15 to 23:40
In the metro station, you buy public transport tickets by HSL machine(blue) or in R-kioski (opens @ Mon- Fri from 5:45 to 23:00 ; from 6:00 to 23:00 on Sat and from 7:30 to 23:00 on Sun)
You also find city bike near the metro station paying with HSL travel card

if you arrive at the place by metro, I recommend you take Exit A or G to get to it easier.

Even though the building has the elevator, you still need to climb a short-distance stair from the ground to the 1st floor.

I do keep 1 small chair in the closet just in case you need it.

Outside the building, you can park your car on both sides of the road. Just notice the parking time and remember to buy a parking ticket.",,"if you arrive at the place by metro, I recommend you take Exit A or G to get to it easier.

Even though the building has the elevator, you still need to climb a short-distance stair from the ground to the 1st floor.

I do keep 1 small chair in the closet just in case you need it.

Outside the building, you can park your car on both sides of the road. Just notice the parking time and remember to buy a parking ticket.","Quiet hours from 22:00 to 07:00
No eating on the bed
Turn off all the lights and electrical extension cords before going out.
No shoes in the house","During your stay, the place is all yours.
I am glad to help you with any questions and will be available on AirBnB chat.

Besides, if you would like to have a coffee or lunch or dinner with me,  I'd love to, we just simply need to find a common spare time within my a bit tight schedule.","The laundry is on the ground floor that you can use it. However, you will need to book the time in the laundry room if there is any free space. There is a small fee for using it € 0.99-€1.82 each time use. You will find the instruction in the laundry room. The fee would be paid by your phone bill.

There is also a small and peaceful park behind the building that you will find a relaxing place with fresh air there.","Tram 1; 8; 6; 6T; 7 stop at Sörnäinen.

Buses are so many, all of them can connect you from the studio to the center and vice versa.
Bus 615 (working all days and nights) will connect you directly from the airport to the area.

Metro is just 2-3 mins walking from my flat so you will get it easily.
Opening hour:  Mon-Sat from 5:10 to 23:40 and Sun from 6:15 to 23:40
In the metro station, you buy public transport tickets by HSL machine(blue) or in R-kioski (opens @ Mon- Fri from 5:45 to 23:00 ; from 6:00 to 23:00 on Sat and from 7:30 to 23:00 on Sun)
You also find city bike near the metro station paying with HSL travel card",,
Little Retro Studio @ Central Design District Hels,https://www.airbnb.com/rooms/35584843,78.0,nightly,78.0,Entire apartment,1,,60.16089,24.9376,1.0,0.95,entire_home,2,"Welcome to my place!!

This is my little 15 m2 clean, cozy and quiet studio mixed with a bit Retro Vintage style. It is located in the Punavuori (Red Mountain) area.

1-3 minutes walking to trams, buses stations nearby that will connect you conveniently anywhere in the city. Restaurants are next door. Museums are around. Design District is just in reach of 1-3 minutes walk.

You will find grocery stores, markets, restaurants, cafes, bars, pubs, gym close by within your walking distance.","Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Pocket wifi,Paid parking off premises,Single level home,Coffee maker,Cooking basics,Dishes and silverware,Microwave,Refrigerator,Stove,Lockbox,Bed linens,Garden or backyard,Carbon monoxide alarm,Smoke alarm,First aid kit",67,93,10,10,9,10,10,9,4.5,93,"Welcome to my place!!

This is my little 15 m2 clean, cozy and quiet studio mixed with a bit Retro Vintage style. It is located in the Punavuori (Red Mountain) area.

1-3 minutes walking to trams, buses stations nearby that will connect you conveniently anywhere in the city. Restaurants are next door. Museums are around. Design District is just in reach of 1-3 minutes walk.

You will find grocery stores, markets, restaurants, cafes, bars, pubs, gym close by within your walking distance.

My studio is on the 2nd floor, the building is equipped with an elevator.

The place is a small place, suitable for 1 guest and enough for 2 guests.

There is a small table & chairs for dining and working with fast Wi-fi included.

The kitchen is minimal but all the kitchen essentials are there: stove, microwave, toaster, coffee maker, & kettle. You will also find the washing machine underneath.

The shower is also small but enough space with shampoo, conditioner & shower gel to fresh yourself before the day begins or after a long day.

During your stay, the place is all yours. I'm glad to assist you with any questions and always available on Airbnb Chat.

Green Hippo Cafe
Design District
Relove cafe with secondhand shop
Fida local secondhand store

public transportation nearby:
Tram 3, 3H, 2, 6, 6H, 6T
Bus 14, 18, 21
Walking street is also close by","Green Hippo Cafe
Design District
Relove cafe with secondhand shop
Fida local secondhand store",,"Quiet hours: 22:00-07:00
No shoes in house
All lights need switched off when not indoors
No eating on bed","During your stay, the place is all yours. I'm glad to assist you with any questions and always available on Airbnb Chat.",,"public transportation nearby:
Tram 3, 3H, 2, 6, 6H, 6T
Bus 14, 18, 21
Walking street is also close by",,
"Disinfected well, next to the Central station",https://www.airbnb.com/rooms/11393587,108.0,nightly,108.0,Entire apartment,1,,60.172,24.945,0.85,0.9,entire_home,4,"The location is right next to the Central Station - the very heart of Helsinki. The apartment is 28 sq.m. and has a double bed and a sofa-bed for two. You will find fresh and pressed bed linen, clean towels, tea, coffee and oatmeal - all included. While the location of the apartment is its best value, it is also always clean, has good WiFi, everything in the kitchen for cooking your favorite meals. The apartment is located on the top 5th floor of the building. Please, note there is NO elevator.","Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Ethernet connection,Hot water,Babysitter recommendations,High chair,Pack ’n Play/travel crib,Paid parking off premises,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Host greets you,Long term stays allowed,Bed linens,Extra pillows and blankets,Fire extinguisher,Carbon monoxide alarm,Smoke alarm,First aid kit",385,95,10,10,10,10,10,10,5.0,95,"The location is right next to the Central Station - the very heart of Helsinki. The apartment is 28 sq.m. and has a double bed and a sofa-bed for two. You will find fresh and pressed bed linen, clean towels, tea, coffee and oatmeal - all included. While the location of the apartment is its best value, it is also always clean, has good WiFi, everything in the kitchen for cooking your favorite meals. The apartment is located on the top 5th floor of the building. Please, note there is NO elevator.

Small but comfortable: clean, with enough space to work, eat and relax. It has free wifi, TV, washing machine and fully equipped kitchen. You won't need to worry about how to find places to go, where to eat or what to do - you are in stone's throw away from anything. I am also at your service to find what you are looking for.
Baby crib and/or high chair are available on request (extra charge 10eur/each or  15eur/both per stay).

The apartment is all yours. The same key works for main entrance and the apartment door. Disinfecting products are available for the guests to use.

I am flexible with arranging the key pick-up meeting and will welcome you the best I can by providing any useful information about the city and the nearby places. I can be reached by phone throughout your stay at reasonable times (sorry, no night calls).

Main Helsinki attractions are all in walking distance: White cathedral, Market square, Esplanadi, Atenium, Parliament, Kiasma, National museum, Church in the rock etc. Any restaurant you like can be found here too. Ask me, I tell which of them are great! Perfect walking and jogging possibilities - two nice parks are right next door. Playgrounds for kids as well as good places for arranging a business meeting, shopping and  nightlife - anything you are looking for.

Easy access from the airport by train or bus - both arrive to Central station. I can also arrange an airport pick-up for you at an additional charge. The metro station ""Central railway station"" or ""Helsinki University"", also most of the trams pass by the train station. Walking distance from the train station is about 150m.

The apartment is at the top floor (5th floor) of a historic building, but it's a small climb to the sweet comfort of home. Apartment is very quiet regardless the fact of being close to train station.
The floors in the shower and toilet are heated, there are some international channels on TV.","Main Helsinki attractions are all in walking distance: White cathedral, Market square, Esplanadi, Atenium, Parliament, Kiasma, National museum, Church in the rock etc. Any restaurant you like can be found here too. Ask me, I tell which of them are great! Perfect walking and jogging possibilities - two nice parks are right next door. Playgrounds for kids as well as good places for arranging a business meeting, shopping and  nightlife - anything you are looking for.","The apartment is at the top floor (5th floor) of a historic building, but it's a small climb to the sweet comfort of home. Apartment is very quiet regardless the fact of being close to train station.
The floors in the shower and toilet are heated, there are some international channels on TV.","No smoking is allowed inside the building. 
No pets in this apartment. 
Please, be respectful to other residents of the building and keep the noise low, especially after 10 pm. 
There are plenty of places around for partying, so please no parties in the apartment. 
Take care of the apartment's belongings, as I have gathered them carefully with thinking about you and your comfort. 
Inform me immediately, if you lose the apartment's key, so we can protect your belongings (be careful with the key, the charge for changing the lock may be charged from you).","I am flexible with arranging the key pick-up meeting and will welcome you the best I can by providing any useful information about the city and the nearby places. I can be reached by phone throughout your stay at reasonable times (sorry, no night calls).",The apartment is all yours. The same key works for main entrance and the apartment door. Disinfecting products are available for the guests to use.,"Easy access from the airport by train or bus - both arrive to Central station. I can also arrange an airport pick-up for you at an additional charge. The metro station ""Central railway station"" or ""Helsinki University"", also most of the trams pass by the train station. Walking distance from the train station is about 150m.",,
Kodikas ja rauhallinen asunto Punavuoren sykkeessä,https://www.airbnb.com/rooms/33797703,88.0,nightly,88.0,Entire apartment,2,,60.16126,24.94185,0.0,0.0,entire_home,4,"Viihtyisä ja valoisa huoneisto rakennuksen toisessa kerroksessa. 30m2 huoneistossa on olohuone, erillinen keittiö ja ruokailutila.
Asunto sijaitsee Punavuoren sydämessä ja raitiovaunupysäkki on vain 100 metrin päässä asunnosta! Alueella on monia nähtävyyksiä, upeita ravintoloita ja erittäin hyvä julkinen liikenne. Erinomainen sijainti liike- ja lomamatkalle!","Wifi,Kitchen,Hair dryer,Iron,TV,Washer,Heating,Essentials,Coffee maker,Cooking basics,Dishes and silverware,Refrigerator,Oven,Smoke alarm",13,86,9,8,10,10,9,9,4.5,86,"Viihtyisä ja valoisa huoneisto rakennuksen toisessa kerroksessa. 30m2 huoneistossa on olohuone, erillinen keittiö ja ruokailutila.
Asunto sijaitsee Punavuoren sydämessä ja raitiovaunupysäkki on vain 100 metrin päässä asunnosta! Alueella on monia nähtävyyksiä, upeita ravintoloita ja erittäin hyvä julkinen liikenne. Erinomainen sijainti liike- ja lomamatkalle!

Täysin varustetussa ja tilavassa keittiössä löytyy neljän hengen ruokapöytä ja näkymä pihalle. Olohuoneesta löytyy 140 cm leveä parivuode ja vuodesohva. Tähän kompaktiin huoneistoon mahtuu mukavasti neljä vierasta! Erillinen kylpyhuone ja wc tarjoaa asumiseen lisämukavuutta!",,,"ID and credit card required at check in
External contract with 2ndhomes is made at check in",,,,,
Heart of the city authentic studio apartment,https://www.airbnb.com/rooms/32366777,95.0,nightly,95.0,Entire apartment,1,,60.16478,24.93607,0.9,0.95,entire_home,3,"The apartment just renovated and is located in the center of Helsinki and is, which means you can easily walk to all main attractions, great shops, local restaurants, and bars. It is easy to get to/from the main arriving points as train/metro and bus station and ferry terminals. The studio apartment is (30sq.m.) and has a double bed and sofa bed for comfortable staying for three people.","Wifi,Kitchen,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Children’s books and toys,High chair,Pack ’n Play/travel crib,Paid parking on premises,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Lockbox,Private entrance,Luggage dropoff allowed,Long term stays allowed,Bed linens,Extra pillows and blankets,Garden or backyard,Fire extinguisher,Smoke alarm,First aid kit",14,100,10,10,10,10,10,9,5.0,100,"The apartment just renovated and is located in the center of Helsinki and is, which means you can easily walk to all main attractions, great shops, local restaurants, and bars. It is easy to get to/from the main arriving points as train/metro and bus station and ferry terminals. The studio apartment is (30sq.m.) and has a double bed and sofa bed for comfortable staying for three people.

The apartment is very central to the transportation hub. Close to a great mall and various restaurants. On the same streets, the next blocks are many art galleries.

Building has his own enrty door .

Despite being in the city center, it is quiet building as the window faces the inner yard.","Despite being in the city center, it is quiet building as the window faces the inner yard.",,,Building has his own enrty door .,"The apartment is very central to the transportation hub. Close to a great mall and various restaurants. On the same streets, the next blocks are many art galleries.",,,
Cosy and luminous studio near Kamppi for 3,https://www.airbnb.com/rooms/37307947,95.0,nightly,95.0,Entire apartment,1,,60.16566,24.92887,0.8,0.9,entire_home,3,"- This cozy studio is optimal for 2, but sleeps 3 persons on a double bed and comfy sofa bed module.
- Well equipped; 40"" TV, free WiFi, fully equipped kitchen with dishwasher, coffee maker, water kettle, toaster, fridge, freezer, oven, tableware, etc.
- Complimentary coffee, tea and basic spices
- Fresh linen and towels
- Great location close to Kamppi and Hietalahti Bay
- Please, contact us beforehand if you would be arriving later than 10 pm
- For special arrangements, feel free to contact us","Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,High chair,Pack ’n Play/travel crib,Room-darkening shades,Paid parking off premises,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Keypad,Long term stays allowed,Bed linens,Smoke alarm",34,94,10,9,10,10,10,9,4.5,94,"- This cozy studio is optimal for 2, but sleeps 3 persons on a double bed and comfy sofa bed module.
- Well equipped; 40"" TV, free WiFi, fully equipped kitchen with dishwasher, coffee maker, water kettle, toaster, fridge, freezer, oven, tableware, etc.
- Complimentary coffee, tea and basic spices
- Fresh linen and towels
- Great location close to Kamppi and Hietalahti Bay
- Please, contact us beforehand if you would be arriving later than 10 pm
- For special arrangements, feel free to contact us

Our cosy and light studio in Abrahaminkatu accommodates 3: two on double bed and one on a sofa bed module. Cook your own dinner in the fully equipped kitchen.

The location is perfect for your Helsinki trip! You are close to Kamppi and all of its shopping possibilities, restaurants and bars. On the other side, you have Hietalahti bay with its atmospheric Hietalahti Market Hall and flea market.

Have a walk in Sinebrychoff Park. Go for a lunch to Hietalahti Market Hall, or for a treasure hunt to Hietalahti Flea Market. Explore the endless restaurant, bar and shopping options in Kamppi.

Self check-in with a code lock is possible until 10 pm. Contact us if you would be arriving later and we will arrange an alternative check-in.","Have a walk in Sinebrychoff Park. Go for a lunch to Hietalahti Market Hall, or for a treasure hunt to Hietalahti Flea Market. Explore the endless restaurant, bar and shopping options in Kamppi.",Self check-in with a code lock is possible until 10 pm. Contact us if you would be arriving later and we will arrange an alternative check-in.,"Quiet hours from 10 pm to 7 am
Reservation terms: https://www.hvcapartments.com/reservation-terms",,,,,
Charming Home in the City Centre,https://www.airbnb.com/rooms/30979980,112.0,nightly,112.0,Entire apartment,1,,60.169,24.936,0.85,0.9,entire_home,5,"Charming home in City Centre.
The apartment is located in the heart of the city centre with a nice view over the city,  just next to Kamppi and Forum shopping Centres. The apartment is bright and spacious and it has a high ceiling. The large living room has a  double bed a single bed. In the kitchen area, there is a sofa bed for 2.
The size of the apartment is 50m2. It is located on the fourth floor and there is an elevator in the building.","Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Crib,High chair,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Long term stays allowed,Carbon monoxide alarm,Smoke alarm",11,89,9,9,9,10,10,9,4.5,89,"Charming home in City Centre.
The apartment is located in the heart of the city centre with a nice view over the city,  just next to Kamppi and Forum shopping Centres. The apartment is bright and spacious and it has a high ceiling. The large living room has a  double bed a single bed. In the kitchen area, there is a sofa bed for 2.
The size of the apartment is 50m2. It is located on the fourth floor and there is an elevator in the building.",,,"- Avoid noice, especially at 22-08. Thank You!",,,,,
Modern Home 35,https://www.airbnb.com/rooms/24575499,116.0,nightly,116.0,Entire condominium,1,,60.17099,24.94616,0.85,0.9,entire_home,4,"Apartment have a living room with an open well equipped kitchen, a bedroom and a bathroom.  Glazed balcony is facing the courtyard. 
There is a double bed in the bedroom. In the living room, there is a corner sofa bed for two. 
The apartments are perfect for two people and even four people can stay comfortably. 
Location it is right in the city centre, near the Central Railway Station, the place is quiet and you cannot hear any traffic sounds. There is an elevator and a playground for children.","Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Crib,High chair,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Long term stays allowed,Bed linens,Extra pillows and blankets,Patio or balcony,Fire extinguisher,Carbon monoxide alarm,Smoke alarm",16,96,10,10,9,10,10,9,5.0,96,"Apartment have a living room with an open well equipped kitchen, a bedroom and a bathroom.  Glazed balcony is facing the courtyard. 
There is a double bed in the bedroom. In the living room, there is a corner sofa bed for two. 
The apartments are perfect for two people and even four people can stay comfortably. 
Location it is right in the city centre, near the Central Railway Station, the place is quiet and you cannot hear any traffic sounds. There is an elevator and a playground for children.

You can always reach us by email, phone or WhatsApp. We are always happy to help you.

The apartments are near the Railway Station, and the main shopping street Aleksanterinkatu is just one block away. The Ateneum Museum is opposite to the building and the University of Helsinki is right behind the building. The bus terminal, metro and tram are just around the corner as well.

Check In 
The check in time is at 16:00 or after.
Please, always confirm your time of arrival in advance. 
Check in and key pick up place is in our office, address Mikonkatu 18-20, near Central Railway Station.
Late check in fee after midnigt is 25€.

Check Out
The check out is at 11:00 or earlier.
Leave the keys on a table inside the apartment and lock the door.","The apartments are near the Railway Station, and the main shopping street Aleksanterinkatu is just one block away. The Ateneum Museum is opposite to the building and the University of Helsinki is right behind the building. The bus terminal, metro and tram are just around the corner as well.","Check In 
The check in time is at 16:00 or after.
Please, always confirm your time of arrival in advance. 
Check in and key pick up place is in our office, address Mikonkatu 18-20, near Central Railway Station.
Late check in fee after midnigt is 25€.

Check Out
The check out is at 11:00 or earlier.
Leave the keys on a table inside the apartment and lock the door.","- Avoid noice, specially at 22-07.","You can always reach us by email, phone or WhatsApp. We are always happy to help you.",,,,
Comfy & Style Studio next to the metro station,https://www.airbnb.com/rooms/31094469,74.0,nightly,74.0,Entire apartment,1,,60.18791,24.96019,1.0,0.95,entire_home,3,"Welcome to my place. 

This my second  26m2 clean, stylish, cozy and quiet studio in Sörnäinen area.

2 minutes walk to trams, buses and metro station that connect you conveniently anywhere in the city.

You will find grocery stores, markets, restaurants, cafes, bars, pubs, gym close by within your walking distance.","Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Pocket wifi,Paid parking off premises,Coffee maker,Cooking basics,Dishes and silverware,Microwave,Refrigerator,Stove,Building staff,Bed linens,Carbon monoxide alarm,Smoke alarm,First aid kit",143,94,9,9,9,10,10,9,4.5,94,"Welcome to my place. 

This my second  26m2 clean, stylish, cozy and quiet studio in Sörnäinen area.

2 minutes walk to trams, buses and metro station that connect you conveniently anywhere in the city.

You will find grocery stores, markets, restaurants, cafes, bars, pubs, gym close by within your walking distance.

My studio is on the 6th floor in the 7-floored building equipped with an elevator.

The place is suitable for 2-3 people with a queen sized 160*200cm double bed. There is an extra mattress for the third guest.

There is a table & chairs for dining and with the wifi included, I hope, that can assist in your work.

The kitchen is rather tiny but it is almost fully-equipped (no oven and no freezer) that you can find also a kettle, a toaster, a coffeemaker within the place.

The shower is also a bit small, but enough with shampoo, shower gel, and conditioner to fresh yourselves before the day begins or after a long day.

During your stay, the place is all yours.
I am glad to help you with any questions and will be available on AirBnB chat.

Tram 1; 8; 6; 6T; 7 stop at Sörnäinen.

Buses are so many, all of them can connect you from the studio to the center and vice versa.
Bus 615 (working all days and nights) will connect you directly from the airport to the area.

Metro is just 1-2 mins walking from my flat so you will get it easily.
Opening hour:  Mon-Sat from 5:10 to 23:40 and Sun from 6:15 to 23:40
In the metro station, you buy public transport tickets by HSL machine(blue) or in R-kioski (opens @ Mon- Fri from 5:45 to 23:00 ; from 6:00 to 23:00 on Sat and from 7:30 to 23:00 on Sun)
You also find city bike near the metro station paying with HSL travel card (during summer time)

Even the building has its elevator, you will still need to climb up/down a part of the stairs to get to the elevator.",,"Even the building has its elevator, you will still need to climb up/down a part of the stairs to get to the elevator.","- Quiet hours from 22:00 to 07:00
- No shoes in the house
- No eating on the bed
- Turn off all the lights and electricity extension cords before going out.","During your stay, the place is all yours.
I am glad to help you with any questions and will be available on AirBnB chat.",,"Tram 1; 8; 6; 6T; 7 stop at Sörnäinen.

Buses are so many, all of them can connect you from the studio to the center and vice versa.
Bus 615 (working all days and nights) will connect you directly from the airport to the area.

Metro is just 1-2 mins walking from my flat so you will get it easily.
Opening hour:  Mon-Sat from 5:10 to 23:40 and Sun from 6:15 to 23:40
In the metro station, you buy public transport tickets by HSL machine(blue) or in R-kioski (opens @ Mon- Fri from 5:45 to 23:00 ; from 6:00 to 23:00 on Sat and from 7:30 to 23:00 on Sun)
You also find city bike near the metro station paying with HSL travel card (during summer time)",,
Central 1BR city apartment with park view,https://www.airbnb.com/rooms/40571070,88.0,nightly,88.0,Entire apartment,2,,60.16604,24.93096,0.0,0.0,entire_home,4,"Spacious city apartment provides a great base for holiday or business travelling up to 4 guests! The location is very central, all services, cafes, restaurants and public transportation are within short walking distance! 4th floor apartment has bedroom with quiet courtyard view and living room with a view over Lapinlahden puistikko park. Apartment is well equipped also for longer stays with Wifi, cookware and cutlery, laundry machine, linen and towels. We also rent a parking place near by!","Elevator,Wifi,Kitchen,Iron,TV,Washer,Heating,Essentials,Smoke alarm",5,96,10,10,10,10,10,10,5.0,96,"Spacious city apartment provides a great base for holiday or business travelling up to 4 guests! The location is very central, all services, cafes, restaurants and public transportation are within short walking distance! 4th floor apartment has bedroom with quiet courtyard view and living room with a view over Lapinlahden puistikko park. Apartment is well equipped also for longer stays with Wifi, cookware and cutlery, laundry machine, linen and towels. We also rent a parking place near by!

Charming old building in central Helsinki, Kamppi district, with elevator. The apartment is on 4th floor and has a beautiful view. Spacious bathroom has a shower and laundry machine.

Our team is available during your stay. We will meet upon key collection at our office in Eerikinkatu 12, 300 meters from the apartment.

Nearest subway station and shopping center Kamppi is 550 meters away, stops for bus lines 14, 18 and 23 on front of the neighbouring building. Nearest tram stop is Kampintori for lines for 7 and 9 300 meters form the apartment.",,,No smoking • No pets • No parties or events • Check-in is anytime after 4PM  • ID and credit card required upon arrival  • External contract made upon arrival,"Our team is available during your stay. We will meet upon key collection at our office in Eerikinkatu 12, 300 meters from the apartment.",,"Nearest subway station and shopping center Kamppi is 550 meters away, stops for bus lines 14, 18 and 23 on front of the neighbouring building. Nearest tram stop is Kampintori for lines for 7 and 9 300 meters form the apartment.",,
Cozy one bedroom apartment near the Rock Church,https://www.airbnb.com/rooms/23492892,88.0,nightly,88.0,Entire apartment,2,,60.17043,24.92636,0.0,0.0,entire_home,6,"Cozy and functional one bedroom apartment in the heart of Helsinki, in a charming 1922 building! The apartment is located in Kamppi, near the Rock Church and Kamppi shopping center. All central services and main attractions nearby! Great public transportation connections: a tram and bus stop right in front of the building. Welcome to enjoy the convenience of being in downtown!

The apartment is fully equipped with WLAN, TV, cooking equipment, dishwasher, towels, bed linen, etc.","Elevator,Wifi,Kitchen,Hair dryer,Iron,TV,Hangers,Heating,Essentials,Hot water,Paid parking off premises,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Long term stays allowed,Bed linens,Smoke alarm",51,90,9,9,9,9,10,9,4.5,90,"Cozy and functional one bedroom apartment in the heart of Helsinki, in a charming 1922 building! The apartment is located in Kamppi, near the Rock Church and Kamppi shopping center. All central services and main attractions nearby! Great public transportation connections: a tram and bus stop right in front of the building. Welcome to enjoy the convenience of being in downtown!

The apartment is fully equipped with WLAN, TV, cooking equipment, dishwasher, towels, bed linen, etc.

This 55 m2 newly renovated one bedroom apartment has a good floor plan for a short or longer visit. 

- Living room/kitchen area with a sofa bed, TV and dining set for 6 people. The windows are facing Arkadiankatu street.
- Spacious bedroom with two king-size beds, self unit for clothes and mirror.
- Fully equipped open kitchen with a stove, oven, microwave, fridge freezer, coffeemaker, electric kettle, toaster, dishes, cooking equipment and dishwasher.
- Spacious bathroom with roomy walk-in shower.
- Separate WC.
- The apartment is located on the 3rd floor. There is an elevator in the building.

You have the whole apartment at your use with an open kitchen and bathroom.

We are at your service by email and phone during your stay.

The apartment is located in Kamppi, in the center of Helsinki, near the Rock Church and Kamppi shopping center. All central attractions, many shops and restaurants are within a short walk. You can also find many museums, nightclubs and a movie theater in Kamppi. Also a well-known beach and parks nearby. Great connections everywhere by tram, bus, metro and train. Also excellent connections to the airport and harbors.

There is bus and tram stops right in front of the building (for example trams number 1, 2 and 4, and bus lines 14, 18, 37, 41, 42, 69 and 70). Kamppi metro station and bus terminal are located within a couple of minutes walk. Helsinki Central railway station is located only 850 m away. Toll parking is available in the area.

There is free Wi-Fi, bed linen and towels in the apartment.","The apartment is located in Kamppi, in the center of Helsinki, near the Rock Church and Kamppi shopping center. All central attractions, many shops and restaurants are within a short walk. You can also find many museums, nightclubs and a movie theater in Kamppi. Also a well-known beach and parks nearby. Great connections everywhere by tram, bus, metro and train. Also excellent connections to the airport and harbors.","There is free Wi-Fi, bed linen and towels in the apartment.","ID and credit card required at check in
External contract with 2ndhomes is made at check in",We are at your service by email and phone during your stay.,You have the whole apartment at your use with an open kitchen and bathroom.,"There is bus and tram stops right in front of the building (for example trams number 1, 2 and 4, and bus lines 14, 18, 37, 41, 42, 69 and 70). Kamppi metro station and bus terminal are located within a couple of minutes walk. Helsinki Central railway station is located only 850 m away. Toll parking is available in the area.",,
